,Car Name,Overall
3396,Mazda 3 i Sport,"['Economical', 'Cheap', 'Average Sized Engine', 'Lower power', 'Long range', 'Unleaded', '4-doored', '5-seater', 'automatic', 'Saloon']"
3397,Mazda 3 i Sport,"['Average economy', 'Cheap', 'Average Sized Engine', 'Lower power', 'Long range', 'Unleaded', '4-doored', '5-seater', 'manual', 'Saloon']"
3398,Mazda 3 i Sport,"['Average economy', 'Cheap', 'Average Sized Engine', 'Lower power', 'Long range', 'Unleaded', '5-doored', '5-seater', 'manual', 'Hatchback']"
3399,Mazda 3 i Sport,"['Average economy', 'Cheap', 'Average Sized Engine', 'Lower power', 'Long range', 'Unleaded', '5-doored', '5-seater', 'automatic', 'Hatchback']"
3400,Mazda 3 i Touring,"['Average economy', 'Cheap', 'Average Sized Engine', 'Lower power', 'Long range', 'Unleaded', '5-doored', '5-seater', 'manual', 'Hatchback']"
3401,Mazda 3 i Touring,"['Average economy', 'Cheap', 'Average Sized Engine', 'Lower power', 'Long range', 'Unleaded', '5-doored', '5-seater', 'automatic', 'Hatchback']"
3402,Mazda 3 i Touring,"['Average economy', 'Cheap', 'Average Sized Engine', 'Lower power', 'Long range', 'Unleaded', '4-doored', '5-seater', 'manual', 'Saloon']"
3403,Mazda 3 i Touring,"['Economical', 'Cheap', 'Average Sized Engine', 'Lower power', 'Long range', 'Unleaded', '4-doored', '5-seater', 'automatic', 'Saloon']"
3404,Mazda 3 s Grand Touring,"['Average economy', 'Cheap', 'Average Sized Engine', 'Lower power', 'Average range', 'Unleaded', '4-doored', '5-seater', 'manual', 'Saloon']"
3405,Mazda 3 s Grand Touring,"['Average economy', 'Cheap', 'Average Sized Engine', 'Lower power', 'Average range', 'Unleaded', '5-doored', '5-seater', 'manual', 'Hatchback']"
3406,Mazda 3 s Grand Touring,"['Average economy', 'Cheap', 'Average Sized Engine', 'Lower power', 'Average range', 'Unleaded', '5-doored', '5-seater', 'automatic', 'Hatchback']"
3407,Mazda 3 s Grand Touring,"['Average economy', 'Cheap', 'Average Sized Engine', 'Lower power', 'Average range', 'Unleaded', '4-doored', '5-seater', 'automatic', 'Saloon']"
3408,Mazda 3 s Touring,"['Average economy', 'Cheap', 'Average Sized Engine', 'Lower power', 'Average range', 'Unleaded', '4-doored', '5-seater', 'automatic', 'Saloon']"
3409,Mazda 3 s Touring,"['Average economy', 'Cheap', 'Average Sized Engine', 'Lower power', 'Average range', 'Unleaded', '5-doored', '5-seater', 'automatic', 'Hatchback']"
3410,Mazda 6 i Grand Touring,"['Average economy', 'Average Priced', 'Average Sized Engine', 'Lower power', 'Long range', 'Unleaded', '4-doored', '5-seater', 'automatic', 'Saloon']"
3411,Mazda 6 i Sport,"['Average economy', 'Cheap', 'Average Sized Engine', 'Lower power', 'Long range', 'Unleaded', '4-doored', '5-seater', 'manual', 'Saloon']"
3412,Mazda 6 i Sport,"['Average economy', 'Cheap', 'Average Sized Engine', 'Lower power', 'Long range', 'Unleaded', '4-doored', '5-seater', 'automatic', 'Saloon']"
3413,Mazda 6 i Touring,"['Average economy', 'Cheap', 'Average Sized Engine', 'Lower power', 'Long range', 'Unleaded', '4-doored', '5-seater', 'manual', 'Saloon']"
3414,Mazda 6 i Touring,"['Average economy', 'Cheap', 'Average Sized Engine', 'Lower power', 'Long range', 'Unleaded', '4-doored', '5-seater', 'automatic', 'Saloon']"
3417,Mazda CX-5 Grand Touring,"['Average economy', 'Cheap', 'Average Sized Engine', 'Lower power', 'Long range', 'Unleaded', '5-doored', '5-seater', 'automatic', 'SUV']"
3421,Mazda CX-5 Sport,"['Average economy', 'Cheap', 'Average Sized Engine', 'Lower power', 'Long range', 'Unleaded', '5-doored', '5-seater', 'automatic', 'SUV']"
3423,Mazda CX-5 Sport,"['Average economy', 'Cheap', 'Average Sized Engine', 'Lower power', 'Long range', 'Unleaded', '5-doored', '5-seater', 'manual', 'SUV']"
3425,Mazda CX-5 Touring,"['Average economy', 'Cheap', 'Average Sized Engine', 'Lower power', 'Long range', 'Unleaded', '5-doored', '5-seater', 'automatic', 'SUV']"
3438,Mercedes-Benz C-Class C 450 AMG 4MATIC,"['Uneconomical', 'Average Priced', 'Larger Engine', 'High power', 'Long range', 'Unleaded', '4-doored', '5-seater', 'automatic', 'Saloon']"
3441,Mercedes-Benz CLS-Class AMG CLS 63 S 4MATIC,"['Uneconomical', 'Expensive', 'Larger Engine', 'Very high power', 'Average range', 'Unleaded', '4-doored', '4-seater', 'automatic', 'Saloon']"
3444,Mercedes-Benz E-Class AMG E 63 4MATIC S-Model,"['Uneconomical', 'Expensive', 'Larger Engine', 'Very high power', 'Average range', 'Unleaded', '5-doored', '5-seater', 'automatic', 'Estate']"
3445,Mercedes-Benz E-Class AMG E 63 4MATIC S-Model,"['Uneconomical', 'Expensive', 'Larger Engine', 'Very high power', 'Average range', 'Unleaded', '4-doored', '5-seater', 'automatic', 'Saloon']"
3446,Mercedes-Benz E-Class E 250 Luxury BlueTEC,"['Average economy', 'Average Priced', 'Average Sized Engine', 'Lower power', 'Very long range', 'Diesel', '4-doored', '5-seater', 'automatic', 'Saloon']"
3447,Mercedes-Benz E-Class E 250 Luxury BlueTEC 4MATIC,"['Average economy', 'Expensive', 'Average Sized Engine', 'Lower power', 'Very long range', 'Diesel', '4-doored', '5-seater', 'automatic', 'Saloon']"
3448,Mercedes-Benz E-Class E 250 Sport BlueTEC,"['Average economy', 'Average Priced', 'Average Sized Engine', 'Lower power', 'Very long range', 'Diesel', '4-doored', '5-seater', 'automatic', 'Saloon']"
3449,Mercedes-Benz E-Class E 250 Sport BlueTEC 4MATIC,"['Average economy', 'Expensive', 'Average Sized Engine', 'Lower power', 'Very long range', 'Diesel', '4-doored', '5-seater', 'automatic', 'Saloon']"
3450,Mercedes-Benz E-Class E 350 Luxury,"['Uneconomical', 'Average Priced', 'Larger Engine', 'Average power', 'Long range', 'Unleaded', '4-doored', '5-seater', 'automatic', 'Saloon']"
3451,Mercedes-Benz E-Class E 350 Luxury 4MATIC,"['Uneconomical', 'Expensive', 'Larger Engine', 'Average power', 'Long range', 'Unleaded', '4-doored', '5-seater', 'automatic', 'Saloon']"
3452,Mercedes-Benz E-Class E 350 Luxury 4MATIC,"['Uneconomical', 'Expensive', 'Larger Engine', 'Average power', 'Long range', 'Unleaded', '5-doored', '7-seater', 'automatic', 'Estate']"
3453,Mercedes-Benz E-Class E 350 Sport,"['Uneconomical', 'Average Priced', 'Larger Engine', 'Average power', 'Long range', 'Unleaded', '4-doored', '5-seater', 'automatic', 'Saloon']"
3454,Mercedes-Benz E-Class E 350 Sport 4MATIC,"['Uneconomical', 'Expensive', 'Larger Engine', 'Average power', 'Long range', 'Unleaded', '4-doored', '5-seater', 'automatic', 'Saloon']"
3455,Mercedes-Benz E-Class E 350 Sport 4MATIC,"['Uneconomical', 'Expensive', 'Larger Engine', 'Average power', 'Long range', 'Unleaded', '5-doored', '7-seater', 'automatic', 'Estate']"
3456,Mercedes-Benz E-Class E 400,"['Uneconomical', 'Expensive', 'Larger Engine', 'Average power', 'Long range', 'Unleaded', '4-doored', '5-seater', 'automatic', 'Saloon']"
3457,Mercedes-Benz E-Class E 400 4MATIC,"['Uneconomical', 'Expensive', 'Larger Engine', 'Average power', 'Long range', 'Unleaded', '4-doored', '5-seater', 'automatic', 'Saloon']"
3458,Mercedes-Benz GL-Class GL 350 BlueTEC 4MATIC,"['Uneconomical', 'Expensive', 'Larger Engine', 'Average power', 'Very long range', 'Diesel', '5-doored', '7-seater', 'automatic', 'SUV']"
3459,Mercedes-Benz GL-Class GL 450 4MATIC,"['Uneconomical', 'Expensive', 'Larger Engine', 'High power', 'Long range', 'Unleaded', '5-doored', '7-seater', 'automatic', 'SUV']"
3460,Mercedes-Benz GL-Class GL 550 4MATIC,"['Uneconomical', 'Expensive', 'Larger Engine', 'High power', 'Average range', 'Unleaded', '5-doored', '7-seater', 'automatic', 'SUV']"
3461,Mercedes-Benz GL-Class GL 63 AMG,"['Uneconomical', 'Expensive', 'Larger Engine', 'Very high power', 'Average range', 'Unleaded', '5-doored', '7-seater', 'automatic', 'SUV']"
3462,Mercedes-Benz GLE-Class GLE 300d 4MATIC,"['Uneconomical', 'Average Priced', 'Average Sized Engine', 'Average power', 'Very long range', 'Diesel', '5-doored', '5-seater', 'automatic', 'SUV']"
3463,Mercedes-Benz GLE-Class Coupe GLE 450 AMG 4MATIC,"['Uneconomical', 'Expensive', 'Larger Engine', 'High power', 'Long range', 'Unleaded', '5-doored', '5-seater', 'automatic', 'SUV']"
3464,Mercedes-Benz S-Class S 550,"['Uneconomical', 'Expensive', 'Larger Engine', 'High power', 'Average range', 'Unleaded', '4-doored', '5-seater', 'automatic', 'Saloon']"
3468,Mercedes-Benz S-Class S 63 AMG 4MATIC,"['Uneconomical', 'Expensive', 'Larger Engine', 'Very high power', 'Average range', 'Unleaded', '2-doored', '4-seater', 'automatic', 'Coupe']"
3469,Mercedes-Benz S-Class S 63 AMG 4MATIC,"['Uneconomical', 'Expensive', 'Larger Engine', 'Very high power', 'Average range', 'Unleaded', '4-doored', '5-seater', 'automatic', 'Saloon']"
3470,Mercedes-Benz S-Class S 65 AMG,"['Uneconomical', 'Expensive', 'Larger Engine', 'Very high power', 'Average range', 'Unleaded', '2-doored', '4-seater', 'automatic', 'Coupe']"
3471,Mercedes-Benz S-Class S 65 AMG,"['Uneconomical', 'Expensive', 'Larger Engine', 'Very high power', 'Average range', 'Unleaded', '4-doored', '5-seater', 'automatic', 'Saloon']"
3472,Mercedes-Benz SL-Class SL 400,"['Uneconomical', 'Expensive', 'Larger Engine', 'Average power', 'Long range', 'Unleaded', '2-doored', '2-seater', 'automatic', 'Convertible']"
3473,Mercedes-Benz SLK-Class AMG SLK 55,"['Uneconomical', 'Expensive', 'Larger Engine', 'High power', 'Average range', 'Unleaded', '2-doored', '2-seater', 'automatic', 'Convertible']"
3474,Mercedes-Benz SLK-Class SLK 300,"['Average economy', 'Average Priced', 'Average Sized Engine', 'Average power', 'Long range', 'Unleaded', '2-doored', '2-seater', 'automatic', 'Convertible']"
3475,Mercedes-Benz SLK-Class SLK 350,"['Uneconomical', 'Expensive', 'Larger Engine', 'Average power', 'Long range', 'Unleaded', '2-doored', '2-seater', 'automatic', 'Convertible']"
3476,MINI Cooper Base,"['Average economy', 'Cheap', 'Small Engine', 'Lower power', 'Average range', 'Unleaded', '3-doored', '4-seater', 'manual', 'Hatchback']"
3477,MINI Cooper Base,"['Average economy', 'Cheap', 'Small Engine', 'Lower power', 'Average range', 'Unleaded', '2-doored', '4-seater', 'manual', 'Convertible']"
3478,MINI Cooper Base,"['Average economy', 'Cheap', 'Small Engine', 'Lower power', 'Average range', 'Unleaded', '5-doored', '5-seater', 'manual', 'Hatchback']"
3479,MINI Cooper John Cooper Works,"['Average economy', 'Average Priced', 'Average Sized Engine', 'Average power', 'Average range', 'Unleaded', '3-doored', '4-seater', 'manual', 'Hatchback']"
3480,MINI Cooper S,"['Average economy', 'Cheap', 'Average Sized Engine', 'Lower power', 'Average range', 'Unleaded', '3-doored', '4-seater', 'manual', 'Hatchback']"
3481,MINI Cooper S,"['Average economy', 'Cheap', 'Average Sized Engine', 'Lower power', 'Average range', 'Unleaded', '5-doored', '5-seater', 'manual', 'Hatchback']"
3482,MINI Cooper S,"['Average economy', 'Cheap', 'Average Sized Engine', 'Lower power', 'Average range', 'Unleaded', '2-doored', '4-seater', 'manual', 'Convertible']"
3483,MINI Cooper Clubman Base,"['Average economy', 'Cheap', 'Small Engine', 'Lower power', 'Average range', 'Unleaded', '5-doored', '5-seater', 'manual', 'Hatchback']"
3484,MINI Cooper Clubman S,"['Average economy', 'Cheap', 'Average Sized Engine', 'Lower power', 'Average range', 'Unleaded', '5-doored', '5-seater', 'manual', 'Hatchback']"
3485,MINI Cooper Countryman Base,"['Average economy', 'Cheap', 'Average Sized Engine', 'Lower power', 'Average range', 'Unleaded', '5-doored', '5-seater', 'manual', 'Estate']"
3486,MINI Cooper Countryman John Cooper Works ALL4,"['Average economy', 'Average Priced', 'Average Sized Engine', 'Average power', 'Average range', 'Unleaded', '5-doored', '5-seater', 'manual', 'Estate']"
3487,MINI Cooper Countryman S,"['Average economy', 'Cheap', 'Average Sized Engine', 'Lower power', 'Average range', 'Unleaded', '5-doored', '5-seater', 'manual', 'Estate']"
3488,MINI Cooper Countryman S ALL4,"['Average economy', 'Cheap', 'Average Sized Engine', 'Lower power', 'Average range', 'Unleaded', '5-doored', '5-seater', 'manual', 'Estate']"
3489,MINI Cooper Paceman Base,"['Average economy', 'Cheap', 'Average Sized Engine', 'Lower power', 'Average range', 'Unleaded', '3-doored', '4-seater', 'manual', 'Hatchback']"
3490,MINI Cooper Paceman John Cooper Works ALL4,"['Average economy', 'Average Priced', 'Average Sized Engine', 'Average power', 'Average range', 'Unleaded', '3-doored', '4-seater', 'manual', 'Hatchback']"
3491,MINI Cooper Paceman S,"['Average economy', 'Cheap', 'Average Sized Engine', 'Lower power', 'Average range', 'Unleaded', '3-doored', '4-seater', 'manual', 'Hatchback']"
3492,MINI Cooper Paceman S ALL4,"['Average economy', 'Cheap', 'Average Sized Engine', 'Lower power', 'Average range', 'Unleaded', '3-doored', '4-seater', 'manual', 'Hatchback']"
3493,Nissan GT-R Black Edition,"['Uneconomical', 'Expensive', 'Larger Engine', 'Very high power', 'Average range', 'Unleaded', '2-doored', '4-seater', 'automatic', 'Coupe']"
3497,Nissan Pathfinder S,"['Uneconomical', 'Cheap', 'Larger Engine', 'Average power', 'Long range', 'Unleaded', '5-doored', '7-seater', 'automatic', 'SUV']"
3507,Porsche 911 Carrera 4 Black Edition,"['Uneconomical', 'Expensive', 'Larger Engine', 'High power', 'Average range', 'Unleaded', '2-doored', '4-seater', 'manual', 'Convertible']"
3508,Porsche 911 Carrera 4 Black Edition,"['Uneconomical', 'Expensive', 'Larger Engine', 'High power', 'Average range', 'Unleaded', '2-doored', '4-seater', 'manual', 'Coupe']"
3513,Porsche 911 Carrera Black Edition,"['Uneconomical', 'Expensive', 'Larger Engine', 'High power', 'Average range', 'Unleaded', '2-doored', '4-seater', 'manual', 'Convertible']"
3514,Porsche 911 Carrera Black Edition,"['Uneconomical', 'Expensive', 'Larger Engine', 'High power', 'Average range', 'Unleaded', '2-doored', '4-seater', 'manual', 'Coupe']"
3519,Porsche 911 GT3,"['Uneconomical', 'Expensive', 'Larger Engine', 'High power', 'Average range', 'Unleaded', '2-doored', '2-seater', 'automatic', 'Coupe']"
3528,Porsche Boxster Base,"['Uneconomical', 'Average Priced', 'Average Sized Engine', 'Average power', 'Average range', 'Unleaded', '2-doored', '2-seater', 'manual', 'Convertible']"
3529,Porsche Boxster GTS,"['Uneconomical', 'Expensive', 'Larger Engine', 'Average power', 'Average range', 'Unleaded', '2-doored', '2-seater', 'manual', 'Convertible']"
3530,Porsche Boxster S,"['Uneconomical', 'Expensive', 'Larger Engine', 'Average power', 'Average range', 'Unleaded', '2-doored', '2-seater', 'manual', 'Convertible']"
3531,Porsche Cayenne Diesel,"['Uneconomical', 'Expensive', 'Larger Engine', 'Average power', 'Very long range', 'Diesel', '5-doored', '5-seater', 'automatic', 'SUV']"
3532,Porsche Cayman Base,"['Uneconomical', 'Average Priced', 'Average Sized Engine', 'Average power', 'Average range', 'Unleaded', '2-doored', '2-seater', 'manual', 'Coupe']"
3533,Porsche Cayman GTS,"['Uneconomical', 'Expensive', 'Larger Engine', 'Average power', 'Average range', 'Unleaded', '2-doored', '2-seater', 'manual', 'Coupe']"
3534,Porsche Cayman S,"['Uneconomical', 'Expensive', 'Larger Engine', 'Average power', 'Average range', 'Unleaded', '2-doored', '2-seater', 'manual', 'Coupe']"
3536,Porsche Panamera 4 Edition,"['Uneconomical', 'Expensive', 'Larger Engine', 'Average power', 'Long range', 'Unleaded', '4-doored', '4-seater', 'automatic', 'Saloon']"
3537,Porsche Panamera 4S,"['Uneconomical', 'Expensive', 'Larger Engine', 'High power', 'Long range', 'Unleaded', '4-doored', '4-seater', 'automatic', 'Saloon']"
3538,Porsche Panamera 4S Executive,"['Uneconomical', 'Expensive', 'Larger Engine', 'High power', 'Long range', 'Unleaded', '4-doored', '4-seater', 'automatic', 'Saloon']"
3540,Porsche Panamera Edition,"['Uneconomical', 'Expensive', 'Larger Engine', 'Average power', 'Long range', 'Unleaded', '4-doored', '4-seater', 'automatic', 'Saloon']"
3542,Porsche Panamera S,"['Uneconomical', 'Expensive', 'Larger Engine', 'High power', 'Average range', 'Unleaded', '4-doored', '4-seater', 'automatic', 'Saloon']"
3545,Porsche Panamera Turbo S,"['Uneconomical', 'Expensive', 'Larger Engine', 'Very high power', 'Long range', 'Unleaded', '4-doored', '4-seater', 'automatic', 'Saloon']"
3546,Porsche Panamera Turbo S Executive,"['Uneconomical', 'Expensive', 'Larger Engine', 'Very high power', 'Long range', 'Unleaded', '4-doored', '4-seater', 'automatic', 'Saloon']"
3549,Rolls-Royce Phantom Base,"['Uneconomical', 'Expensive', 'Larger Engine', 'High power', 'Average range', 'Unleaded', '4-doored', '5-seater', 'automatic', 'Saloon']"
3550,Rolls-Royce Phantom EWB,"['Uneconomical', 'Expensive', 'Larger Engine', 'High power', 'Average range', 'Unleaded', '4-doored', '5-seater', 'automatic', 'Saloon']"
3551,Rolls-Royce Phantom Coupe Base,"['Uneconomical', 'Expensive', 'Larger Engine', 'High power', 'Average range', 'Unleaded', '2-doored', '4-seater', 'automatic', 'Coupe']"
3558,Toyota Corolla L,"['Average economy', 'Cheap', 'Average Sized Engine', 'Lower power', 'Average range', 'Unleaded', '4-doored', '5-seater', 'manual', 'Saloon']"
3559,Toyota Corolla LE Eco Plus,"['Economical', 'Cheap', 'Average Sized Engine', 'Lower power', 'Long range', 'Unleaded', '4-doored', '5-seater', 'automatic', 'Saloon']"
3560,Toyota Corolla LE Eco Premium,"['Economical', 'Cheap', 'Average Sized Engine', 'Lower power', 'Long range', 'Unleaded', '4-doored', '5-seater', 'automatic', 'Saloon']"
3561,Toyota Corolla LE Plus,"['Average economy', 'Cheap', 'Average Sized Engine', 'Lower power', 'Long range', 'Unleaded', '4-doored', '5-seater', 'automatic', 'Saloon']"
3562,Toyota Corolla LE Premium,"['Average economy', 'Cheap', 'Average Sized Engine', 'Lower power', 'Long range', 'Unleaded', '4-doored', '5-seater', 'automatic', 'Saloon']"
3563,Toyota Corolla S,"['Average economy', 'Cheap', 'Average Sized Engine', 'Lower power', 'Long range', 'Unleaded', '4-doored', '5-seater', 'automatic', 'Saloon']"
3564,Toyota Corolla S Plus,"['Average economy', 'Cheap', 'Average Sized Engine', 'Lower power', 'Average range', 'Unleaded', '4-doored', '5-seater', 'manual', 'Saloon']"
3565,Toyota Corolla S Plus,"['Average economy', 'Cheap', 'Average Sized Engine', 'Lower power', 'Long range', 'Unleaded', '4-doored', '5-seater', 'automatic', 'Saloon']"
